,_id,Legal_Name,Cont_status,Hire_Date,Country,Location,Division,Company,Business_Title,Curr_Level,Annual_Sal,Currency,FTE,Cluster,Concate,min,mid,max,Variation,Var_Percent,Catch_up
1901,EID-2891,Tanya Perez,Regular,2015-03-24,Poland,Warsaw,Marketing,Adams Coy,People Business Partner,L3,57000,EUR,1.0,People-Business-Partner,WarsawPeople-Business-PartnerL3,74100,85200,96300,-17100,-0.3,17100
1902,EID-2892,Elizabeth Friedman,Regular,2021-12-14,Austria,Vienna,Marketing,Adams GmbH,SEO Specialist,L3,55600,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL3,65100,74800,84600,-9500,-0.171,9500
1903,EID-2893,Kyle Gordon,Regular,2015-12-04,Spain,Barcelona,Marketing,Adams Coy,Junior Business Partner,L3,56700,EUR,1.0,People-Business-Partner,BarcelonaPeople-Business-PartnerL3,71100,81800,92400,-14400,-0.254,14400
1904,EID-2894,Eric Miller,Regular,2020-08-05,Spain,Barcelona,Marketing,Adams Coy,People Business Partner,L3,55800,EUR,1.0,People-Business-Partner,BarcelonaPeople-Business-PartnerL3,71100,81800,92400,-15300,-0.274,15300
1905,EID-2895,Mr. Jason Ramirez,Regular,2020-04-20,Austria,Vienna,Marketing,Adams GmbH,AFC Associate,L3,58700,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL3,65100,74800,84600,-6400,-0.109,6400
1906,EID-2896,Mark Key,Regular,2011-04-23,Poland,Warsaw,Marketing,Adams Coy,Senior Manager Marketing,L3,61000,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL3,70700,81300,91900,-9700,-0.159,9700
1907,EID-2897,Derek Petersen,Regular,2013-06-13,Germany,Berlin,Marketing,Adams GmbH,SEO Marketing Expert,L3,63500,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL3,74600,85800,96900,-11100,-0.175,11100
1908,EID-2898,Mr. William Flores Jr.,Regular,2013-01-23,Poland,Warsaw,Marketing,Adams Coy,Technical Expert,L3,56300,EUR,1.0,Marketing-Tech,WarsawMarketing-TechL3,68000,78200,88400,-11700,-0.208,11700
1909,EID-2899,Tara Hodge,Regular,2020-11-28,Germany,Hamburg,Marketing,Adams GmbH,Operations Team Lead,L3,58200,EUR,1.0,Product-Management,HamburgProduct-ManagementL3,73900,85000,96100,-15700,-0.27,15700
1910,EID-2900,Rhonda Hayes,Regular,2019-05-02,Spain,Barcelona,Marketing,Adams Coy,Senior Marketing Officer,L3,59100,EUR,1.0,General-Marketing,BarcelonaGeneral-MarketingL3,73900,85000,96000,-14800,-0.25,14800
1911,EID-2901,Tanya Sweeney DVM,Regular,2012-05-10,Germany,Hamburg,Marketing,Adams GmbH,Marketing Team Lead,L3,55700,EUR,1.0,Marketing-Tech,HamburgMarketing-TechL3,66100,76000,86000,-10400,-0.187,10400
1912,EID-2902,Jeffrey Rodriguez,Regular,2019-07-25,Germany,Hamburg,Marketing,Adams GmbH,Sales Team Lead,L3,57600,EUR,1.0,Product-Management,HamburgProduct-ManagementL3,73900,85000,96100,-16300,-0.283,16300
1913,EID-2903,Ronald Nichols,Regular,2011-03-21,Germany,Hamburg,Marketing,Adams GmbH,SEO Marketing Expert,L3,62600,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL3,71300,82000,92700,-8700,-0.139,8700
1914,EID-2904,Sara Gonzalez,Regular,2018-01-02,Austria,Vienna,Marketing,Adams GmbH,SEO Marketing Expert,L3,63400,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL3,65100,74800,84600,-1700,-0.027,1700
1915,EID-2905,Nicholas Rivera PhD,Regular,2011-05-02,Poland,Warsaw,Marketing,Adams Coy,Senior Financial Officer,L3,59300,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL3,70700,81300,91900,-11400,-0.192,11400
1916,EID-2906,Timothy Meyer,Regular,2016-07-03,Poland,Warsaw,Marketing,Adams Coy, Senior Executive Office Manager,L3,62300,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL3,70700,81300,91900,-8400,-0.135,8400
1917,EID-2907,Anthony Johnson,Regular,2018-02-14,Poland,Warsaw,Marketing,Adams Coy,Operations Team Lead,L3,62400,EUR,1.0,Product-Management,WarsawProduct-ManagementL3,66500,76500,86500,-4100,-0.066,4100
1918,EID-2908,Morgan Torres,Regular,2010-03-04,Austria,Vienna,Marketing,Adams GmbH,Junior Customer Service Specialist,L3,64800,EUR,1.0,Customer-Support,ViennaCustomer-SupportL3,74000,85100,96200,-9200,-0.142,9200
1919,EID-2909,David Johnson,Regular,2012-08-15,Poland,Warsaw,Marketing,Adams Coy,Sales Team Lead,L3,61800,EUR,1.0,Product-Management,WarsawProduct-ManagementL3,66500,76500,86500,-4700,-0.076,4700
1920,EID-2910,Edward Morris,Regular,2020-06-18,Poland,Warsaw,Marketing,Adams Coy,Operations Team Lead,L3,59300,EUR,1.0,Product-Management,WarsawProduct-ManagementL3,66500,76500,86500,-7200,-0.121,7200
1921,EID-2911,Wanda French,Regular,2013-07-03,Poland,Warsaw,Marketing,Adams Coy,Junior Customer Service Specialist,L3,55500,EUR,1.0,Customer-Support,WarsawCustomer-SupportL3,73400,84400,95400,-17900,-0.323,17900
1922,EID-2912,Cassandra Gray,Regular,2017-12-14,Germany,Hamburg,Marketing,Adams GmbH,Sales Team Lead,L3,57600,EUR,1.0,Product-Management,HamburgProduct-ManagementL3,73900,85000,96100,-16300,-0.283,16300
1923,EID-2629,Mitchell Green,Regular,2018-07-01,Germany,Hamburg,Operations,Adams GmbH,Financial Officer Specialist,L2,46400,EUR,1.0,Financial-Service,HamburgFinancial-ServiceL2,56400,64900,73400,-10000,-0.216,10000
1924,EID-2630,Jason Browning,Regular,2022-02-10,Germany,Hamburg,Operations,Adams GmbH,Operation Officer,L2,47500,EUR,1.0,Operation-Management,HamburgOperation-ManagementL2,55100,63300,71600,-7600,-0.16,7600
1925,EID-2631,Daniel Crawford,Regular,2017-06-10,Poland,Warsaw,Operations,Adams Coy,Financial Officer Specialist,L2,51000,EUR,1.0,Financial-Service,WarsawFinancial-ServiceL2,59000,67800,76700,-8000,-0.157,8000
1926,EID-2632,Natalie Wilson,Regular,2022-02-11,Poland,Warsaw,Operations,Adams Coy,Junior Sales Specialist,L2,49300,EUR,1.0,Sales-Operations,WarsawSales-OperationsL2,56900,65500,74000,-7600,-0.154,7600
1927,EID-2633,Meredith Spears,Regular,2019-04-28,Spain,Barcelona,Operations,Adams Coy,IT Support Specialist,L2,49700,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL2,51500,59200,66900,-1800,-0.036,1800
1928,EID-2634,Rebecca Webb,Regular,2014-06-08,Poland,Warsaw,Operations,Adams Coy,Accounting Manager,L2,40600,EUR,1.0,Financial-Service,WarsawFinancial-ServiceL2,59000,67800,76700,-18400,-0.453,18400
1929,EID-2635,Karen Mcdonald,Regular,2018-05-20,Poland,Warsaw,Operations,Adams Coy,Accounting Manager,L2,43700,EUR,1.0,Financial-Service,WarsawFinancial-ServiceL2,59000,67800,76700,-15300,-0.35,15300
1930,EID-2636,Emma Taylor,Regular,2011-01-10,Germany,Berlin,Operations,Adams GmbH,Business Operations Specialist,L2,51200,EUR,1.0,Operation-Management,BerlinOperation-ManagementL2,56600,65100,73600,-5400,-0.105,5400
1931,EID-2637,John Simmons,Regular,2010-12-13,Spain,Barcelona,Operations,Adams Coy,Junior Sales Specialist,L2,50700,EUR,1.0,Sales-Operations,BarcelonaSales-OperationsL2,51200,58900,66600,-500,-0.01,500
1932,EID-2638,Andrew White,Regular,2018-06-26,Germany,Hamburg,Operations,Adams GmbH,Human Resources Assistance,L2,40100,EUR,1.0,HR-Operations,HamburgHR-OperationsL2,52200,60100,67900,-12100,-0.302,12100
1933,EID-2639,Christina Estrada,Regular,2013-01-14,Poland,Warsaw,Operations,Adams Coy,Junior Marketer,L2,52900,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL2,56100,64500,72900,-3200,-0.06,3200
1934,EID-2640,Chelsea Williams,Regular,2014-06-03,Austria,Vienna,Operations,Adams GmbH,Junior Marketing Specialist,L2,44600,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL2,53600,61700,69700,-9000,-0.202,9000
1935,EID-2913,Kimberly Villanueva,Fixed,2012-09-23,Germany,Berlin,Operations,Adams GmbH,People Business Partner,L3,57500,EUR,1.0,People-Business-Partner,BerlinPeople-Business-PartnerL3,73000,84000,95000,-15500,-0.27,15500
1936,EID-2914,Randall Anderson,Fixed,2019-04-14,Germany,Hamburg,Operations,Adams GmbH,Junior Operations Analyst,L3,61400,EUR,1.0,Product-Management,HamburgProduct-ManagementL3,73900,85000,96100,-12500,-0.204,12500
1937,EID-2915,Hannah Spencer,Fixed,2015-02-11,Germany,Hamburg,Operations,Adams GmbH,AFC Associate,L3,62200,EUR,1.0,Operation-Management,HamburgOperation-ManagementL3,70100,80600,91200,-7900,-0.127,7900
1938,EID-2916,Terri Henderson,Fixed,2014-01-23,Austria,Vienna,Operations,Adams GmbH,AFC Associate,L3,63100,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-2000,-0.032,2000
1939,EID-2917,Kara Contreras,Fixed,2014-02-22,Germany,Hamburg,Operations,Adams GmbH,AFC Associate,L3,64900,EUR,1.0,Operation-Management,HamburgOperation-ManagementL3,70100,80600,91200,-5200,-0.08,5200
1940,EID-2918,Ricky Arellano,Fixed,2011-06-09,Spain,Barcelona,Operations,Adams Coy,AFC Associate,L3,64500,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL3,71600,82300,93000,-7100,-0.11,7100
1941,EID-2919,Joseph Pope,Fixed,2018-11-02,Austria,Vienna,Operations,Adams GmbH,AFC Analyst,L3,64500,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-600,-0.009,600
1942,EID-2920,Charles Davis,Fixed,2013-01-17,Poland,Warsaw,Operations,Adams Coy,AFC Analyst,L3,60200,EUR,1.0,Operation-Management,WarsawOperation-ManagementL3,65300,75100,84900,-5100,-0.085,5100
1943,EID-2921,Chad Preston,Fixed,2021-08-19,Germany,Hamburg,Operations,Adams GmbH,AFC Analyst,L3,60600,EUR,1.0,Operation-Management,HamburgOperation-ManagementL3,70100,80600,91200,-9500,-0.157,9500
1944,EID-2922,Alexandra Sanchez,Fixed,2012-02-08,Germany,Berlin,Operations,Adams GmbH,AFC Analyst,L3,58500,EUR,1.0,Operation-Management,BerlinOperation-ManagementL3,69700,80200,90600,-11200,-0.191,11200
1945,EID-2923,Danielle Williams DDS,Fixed,2017-04-26,Spain,Barcelona,Operations,Adams Coy,AFC Analyst,L3,61700,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL3,71600,82300,93000,-9900,-0.16,9900
1946,EID-2924,Jacob Johnson,Fixed,2010-06-12,Germany,Hamburg,Operations,Adams GmbH,SEO Marketing Expert,L3,62900,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL3,71300,82000,92700,-8400,-0.134,8400
1947,EID-2925,Patrick Wilson,Fixed,2021-02-28,Spain,Barcelona,Operations,Adams Coy,Senior Technical Lead,L3,58500,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL3,71700,82400,93200,-13200,-0.226,13200
1948,EID-2926,John Hunt,Fixed,2015-06-25,Austria,Vienna,Operations,Adams GmbH,Operations Team Lead,L3,61100,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-4000,-0.065,4000
1949,EID-2927,Daniel Strong,Fixed,2013-03-31,Germany,Hamburg,Operations,Adams GmbH,Junior Customer Service Specialist,L3,58000,EUR,1.0,Customer-Support,HamburgCustomer-SupportL3,71200,81900,92600,-13200,-0.228,13200
1950,EID-2928,Chelsea Gibson,Fixed,2022-01-26,Austria,Vienna,Operations,Adams GmbH,Senior Technical Lead,L3,55500,EUR,1.0,Tech-Operations,ViennaTech-OperationsL3,66200,76100,86000,-10700,-0.193,10700
1951,EID-2929,Rebecca Turner,Fixed,2011-10-23,Germany,Hamburg,Operations,Adams GmbH,Senior Financial Officer,L3,61400,EUR,1.0,Financial-Service,HamburgFinancial-ServiceL3,67700,77900,88000,-6300,-0.103,6300
1952,EID-2930,Connor Cooper,Fixed,2018-04-12,Austria,Vienna,Operations,Adams GmbH,Accounting Manager,L3,59500,EUR,1.0,Financial-Service,ViennaFinancial-ServiceL3,72700,83600,94600,-13200,-0.222,13200
1953,EID-2931,Brianna Mccann,Fixed,2014-07-21,Germany,Berlin,Operations,Adams GmbH,Junior Customer Service Specialist,L3,62900,EUR,1.0,Customer-Support,BerlinCustomer-SupportL3,68500,78800,89000,-5600,-0.089,5600
1954,EID-2932,Kathleen Dodson,Fixed,2013-09-04,Spain,Barcelona,Operations,Adams Coy,Technical Expert,L3,63800,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL3,71700,82400,93200,-7900,-0.124,7900
1955,EID-2933,Cindy Campbell,Fixed,2015-10-14,Germany,Berlin,Operations,Adams GmbH, Senior Executive Office Manager,L3,57800,EUR,1.0,Management,BerlinManagementL3,72800,83800,94700,-15000,-0.26,15000
1956,EID-2934,Christopher Alex,Fixed,2012-10-14,Germany,Hamburg,Operations,Adams GmbH,Marketing Team Lead,L3,60200,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL3,71300,82000,92700,-11100,-0.184,11100
1957,EID-2935,Shirley Holloway,Fixed,2011-08-23,Austria,Vienna,Operations,Adams GmbH,Human Resources Expert,L3,58900,EUR,1.0,HR-Operations,ViennaHR-OperationsL3,70700,81300,91900,-11800,-0.2,11800
1958,EID-2936,Patrick Ward,Fixed,2020-09-30,Spain,Barcelona,Operations,Adams Coy,Production Assistance,L3,62700,EUR,1.0,Product-Management,BarcelonaProduct-ManagementL3,65500,75300,85200,-2800,-0.045,2800
1959,EID-2937,Evelyn Simon,Fixed,2021-04-23,Germany,Berlin,Operations,Adams GmbH, Senior Executive Office Manager,L3,58100,EUR,1.0,Management,BerlinManagementL3,72800,83800,94700,-14700,-0.253,14700
1960,EID-2938,Jason Cox,Fixed,2015-12-02,Poland,Warsaw,Operations,Adams Coy,Technical Expert,L3,59400,EUR,1.0,Tech-Operations,WarsawTech-OperationsL3,68000,78200,88400,-8600,-0.145,8600
1961,EID-2939,Eric Manning,Fixed,2010-02-24,Austria,Vienna,Operations,Adams GmbH,Senior Operating Officer,L3,57300,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-7800,-0.136,7800
1962,EID-2940,Dr. Patrick Berg,Fixed,2018-11-12,Austria,Vienna,Operations,Adams GmbH,Senior Financial Officer,L3,59000,EUR,1.0,Financial-Service,ViennaFinancial-ServiceL3,72700,83600,94600,-13700,-0.232,13700
1963,EID-2941,Nancy Davis,Fixed,2021-06-29,Austria,Vienna,Operations,Adams GmbH,Business Operations Expert,L3,56600,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-8500,-0.15,8500
1964,EID-2942,Dana Bradley,Fixed,2011-03-16,Poland,Warsaw,Operations,Adams Coy,Accounting Manager,L3,55600,EUR,1.0,Financial-Service,WarsawFinancial-ServiceL3,74100,85300,96400,-18500,-0.333,18500
1965,EID-2943,Christopher Trevino,Fixed,2013-12-06,Austria,Vienna,Operations,Adams GmbH,Senior Financial Officer,L3,58000,EUR,1.0,Financial-Service,ViennaFinancial-ServiceL3,72700,83600,94600,-14700,-0.253,14700
1966,EID-2944,Beth Krueger,Fixed,2019-07-15,Austria,Vienna,Operations,Adams GmbH,Operations Team Lead,L3,58400,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-6700,-0.115,6700
1967,EID-2945,Alyssa Price,Fixed,2020-03-26,Austria,Vienna,Operations,Adams GmbH,Senior Technical Lead,L3,58000,EUR,1.0,Tech-Operations,ViennaTech-OperationsL3,66200,76100,86000,-8200,-0.141,8200
1968,EID-2946,Angel Douglas,Fixed,2010-08-03,Austria,Vienna,Operations,Adams GmbH,Marketing Team Lead,L3,60300,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL3,65100,74800,84600,-4800,-0.08,4800
1969,EID-2947,Derek Hale Jr.,Fixed,2019-06-01,Spain,Barcelona,Operations,Adams Coy,Human Resources Expert,L3,58400,EUR,1.0,HR-Operations,BarcelonaHR-OperationsL3,72500,83300,94200,-14100,-0.241,14100
1970,EID-2948,Bryan Rush,Fixed,2021-11-04,Poland,Warsaw,Operations,Adams Coy,SEO Marketing Expert,L3,61700,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL3,70700,81300,91900,-9000,-0.146,9000
1971,EID-2949,Emily Reed,Fixed,2010-11-03,Germany,Hamburg,Operations,Adams GmbH,Senior Operating Officer,L3,57900,EUR,1.0,Operation-Management,HamburgOperation-ManagementL3,70100,80600,91200,-12200,-0.211,12200
1972,EID-2950,Kristie Walker,Regular,2020-03-27,Germany,Hamburg,Operations,Adams GmbH,People Business Partner,L3,64300,EUR,1.0,People-Business-Partner,HamburgPeople-Business-PartnerL3,72100,82900,93700,-7800,-0.121,7800
1973,EID-2951,Brian Robinson,Regular,2022-01-02,Austria,Vienna,Operations,Adams GmbH,Junior Operations Analyst,L3,64300,EUR,1.0,Product-Management,ViennaProduct-ManagementL3,66600,76500,86500,-2300,-0.036,2300
1974,EID-2952,Jessica Stone,Regular,2014-11-08,Germany,Berlin,Operations,Adams GmbH,AFC Associate,L3,58400,EUR,1.0,Operation-Management,BerlinOperation-ManagementL3,69700,80200,90600,-11300,-0.193,11300
1975,EID-2953,Joseph Allen MD,Regular,2017-06-04,Austria,Vienna,Operations,Adams GmbH,AFC Associate,L3,56700,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-8400,-0.148,8400
1976,EID-2954,Rebecca Lopez,Regular,2010-09-09,Austria,Vienna,Operations,Adams GmbH,AFC Associate,L3,58400,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-6700,-0.115,6700
1977,EID-2955,Kathleen Cook,Regular,2021-03-13,Germany,Berlin,Operations,Adams GmbH,AFC Associate,L3,59300,EUR,1.0,Operation-Management,BerlinOperation-ManagementL3,69700,80200,90600,-10400,-0.175,10400
1978,EID-2956,Jasmin Spencer,Regular,2018-04-08,Germany,Berlin,Operations,Adams GmbH,AFC Analyst,L3,59600,EUR,1.0,Operation-Management,BerlinOperation-ManagementL3,69700,80200,90600,-10100,-0.169,10100
1979,EID-2957,James Harris,Regular,2013-11-27,Austria,Vienna,Operations,Adams GmbH,AFC Analyst,L3,58900,EUR,1.0,Operation-Management,ViennaOperation-ManagementL3,65100,74800,84600,-6200,-0.105,6200
1980,EID-2958,Kristi Robinson,Regular,2013-09-26,Germany,Berlin,Operations,Adams GmbH,AFC Analyst,L3,57000,EUR,1.0,Operation-Management,BerlinOperation-ManagementL3,69700,80200,90600,-12700,-0.223,12700
1981,EID-2959,Jon Cole,Regular,2016-02-24,Germany,Hamburg,Operations,Adams GmbH,AFC Analyst,L3,64400,EUR,1.0,Operation-Management,HamburgOperation-ManagementL3,70100,80600,91200,-5700,-0.089,5700
1982,EID-2960,Laura Figueroa DDS,Regular,2017-02-18,Poland,Warsaw,Operations,Adams Coy,AFC Analyst,L3,60500,EUR,1.0,Operation-Management,WarsawOperation-ManagementL3,65300,75100,84900,-4800,-0.079,4800
1983,EID-2961,Peter Mosley,Regular,2016-11-01,Austria,Vienna,Operations,Adams GmbH,SEO Marketing Expert,L3,63800,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL3,65100,74800,84600,-1300,-0.02,1300
1984,EID-2962,Brett Miller,Regular,2012-01-09,Poland,Warsaw,Operations,Adams Coy,Senior Technical Lead,L3,59000,EUR,1.0,Tech-Operations,WarsawTech-OperationsL3,68000,78200,88400,-9000,-0.153,9000
1985,EID-2963,Christine Deleon,Regular,2011-01-08,Poland,Warsaw,Operations,Adams Coy,Operations Team Lead,L3,64100,EUR,1.0,Operation-Management,WarsawOperation-ManagementL3,65300,75100,84900,-1200,-0.019,1200
1986,EID-2964,Benjamin Scott,Regular,2015-04-14,Germany,Hamburg,Operations,Adams GmbH,Junior Customer Service Specialist,L3,61300,EUR,1.0,Customer-Support,HamburgCustomer-SupportL3,71200,81900,92600,-9900,-0.162,9900
1987,EID-2965,Deborah Stewart,Regular,2016-01-09,Poland,Warsaw,Operations,Adams Coy,Senior Technical Lead,L3,57600,EUR,1.0,Tech-Operations,WarsawTech-OperationsL3,68000,78200,88400,-10400,-0.181,10400
1988,EID-2966,Sandra Hernandez,Regular,2012-09-17,Germany,Hamburg,Operations,Adams GmbH,Senior Financial Officer,L3,58500,EUR,1.0,Financial-Service,HamburgFinancial-ServiceL3,67700,77900,88000,-9200,-0.157,9200
1989,EID-2967,Joshua Bowman,Regular,2016-06-16,Austria,Vienna,Operations,Adams GmbH,Accounting Manager,L3,61000,EUR,1.0,Financial-Service,ViennaFinancial-ServiceL3,72700,83600,94600,-11700,-0.192,11700
1990,EID-3432,Craig Gallagher,Fixed,2010-05-18,Germany,Hamburg,People,Adams GmbH,Marketing Manager,L4,73600,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL4,85400,98200,111000,-11800,-0.16,11800
1991,EID-3433,Sarah Johnson,Fixed,2021-07-10,Germany,Berlin,People,Adams GmbH,Manager of Marketing,L4,70400,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL4,86800,99900,112900,-16400,-0.233,16400
1992,EID-3434,Andrea Mack,Fixed,2017-07-25,Austria,Vienna,People,Adams GmbH,Production Manager,L4,69600,EUR,1.0,Product-Management,ViennaProduct-ManagementL4,84200,96800,109400,-14600,-0.21,14600
1993,EID-3435,Robert Powell,Fixed,2012-09-12,Spain,Barcelona,People,Adams Coy,Executive Office Manager,L4,81000,EUR,1.0,Management,BarcelonaManagementL4,81900,94200,106500,-900,-0.011,900
1994,EID-3436,Jessica Bernard,Fixed,2019-07-01,Germany,Berlin,People,Adams GmbH,Asistance Manager  of Marketing,L4,79800,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL4,86800,99900,112900,-7000,-0.088,7000
1995,EID-3437,Jamie Rice,Fixed,2012-06-27,Poland,Warsaw,People,Adams Coy,IT Support Senior Manager,L4,76900,EUR,1.0,People-Tech,WarsawPeople-TechL4,85700,98600,111400,-8800,-0.114,8800
1996,EID-3438,Theresa Reed,Fixed,2016-05-01,Spain,Barcelona,People,Adams Coy,Operations Manager,L4,79000,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL4,84500,97200,109800,-5500,-0.07,5500
1997,EID-3439,Rachel Johnson,Fixed,2013-08-22,Germany,Berlin,People,Adams GmbH,Manager of Marketing,L4,67700,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL4,86800,99900,112900,-19100,-0.282,19100
1998,EID-3440,Nicole Long,Fixed,2019-02-08,Germany,Hamburg,People,Adams GmbH,Manager of Operations,L4,81200,EUR,1.0,Operation-Management,HamburgOperation-ManagementL4,86900,99900,112900,-5700,-0.07,5700
1999,EID-3441,Gene Davis,Fixed,2016-09-11,Poland,Warsaw,People,Adams Coy,Senior Reward Partner,L4,68100,EUR,1.0,Comp&Benefit,WarsawComp&BenefitL4,84900,97600,110300,-16800,-0.247,16800
2000,EID-3442,Phillip Hill,Fixed,2016-07-19,Spain,Barcelona,People,Adams Coy,Senior Reward Partner,L4,83400,EUR,1.0,Comp&Benefit,BarcelonaComp&BenefitL4,87200,100300,113400,-3800,-0.046,3800
2001,EID-3443,Preston Barnes,Fixed,2012-10-16,Poland,Warsaw,People,Adams Coy,Compensation Specialist,L4,84800,EUR,1.0,Comp&Benefit,WarsawComp&BenefitL4,84900,97600,110300,-100,-0.001,100
2002,EID-3444,Sarah Davis,Fixed,2015-08-13,Poland,Warsaw,People,Adams Coy,Reward Analyst,L4,74600,EUR,1.0,Comp&Benefit,WarsawComp&BenefitL4,84900,97600,110300,-10300,-0.138,10300
2003,EID-3445,Michaela Cordova,Fixed,2010-09-15,Poland,Warsaw,People,Adams Coy,Senior Reward Partner,L4,71000,EUR,1.0,Comp&Benefit,WarsawComp&BenefitL4,84900,97600,110300,-13900,-0.196,13900
2004,EID-3446,William Booker,Fixed,2013-03-25,Germany,Berlin,People,Adams GmbH,Benefit Partner,L4,77000,EUR,1.0,Comp&Benefit,BerlinComp&BenefitL4,84300,96900,109600,-7300,-0.095,7300
2005,EID-3447,Erin Cunningham,Fixed,2021-11-21,Poland,Warsaw,People,Adams Coy,Operations Manager,L4,79500,EUR,1.0,Operation-Management,WarsawOperation-ManagementL4,89600,103000,116500,-10100,-0.127,10100
2006,EID-3448,Sandra Martinez,Fixed,2014-08-03,Germany,Berlin,People,Adams GmbH,Logistics Manager,L4,70100,EUR,1.0,Logistic-Operations,BerlinLogistic-OperationsL4,83600,96100,108600,-13500,-0.193,13500
2007,EID-3449,Debra Randolph,Fixed,2012-08-06,Germany,Berlin,People,Adams GmbH,Human Resources Manager,L4,70300,EUR,1.0,HR-Operations,BerlinHR-OperationsL4,81200,93400,105500,-10900,-0.155,10900
2008,EID-3450,Sharon Murray,Fixed,2015-07-13,Spain,Barcelona,People,Adams Coy,Executive Office Manager,L4,69600,EUR,1.0,Management,BarcelonaManagementL4,81900,94200,106500,-12300,-0.177,12300
2009,EID-3451,Stephanie Gray,Fixed,2012-06-26,Poland,Warsaw,People,Adams Coy,IT Support Senior Manager,L4,70400,EUR,1.0,People-Tech,WarsawPeople-TechL4,85700,98600,111400,-15300,-0.217,15300
2010,EID-3452,Marcus Schaefer,Fixed,2016-07-09,Spain,Barcelona,People,Adams Coy,Logistics Manager,L4,77700,EUR,1.0,Logistic-Operations,BarcelonaLogistic-OperationsL4,88800,102100,115400,-11100,-0.143,11100
2011,EID-3453,Katelyn Robinson,Fixed,2011-07-16,Austria,Vienna,People,Adams GmbH,Human Resources Manager,L4,73200,EUR,1.0,HR-Operations,ViennaHR-OperationsL4,84600,97300,110000,-11400,-0.156,11400
2012,EID-3454,Terri Elliott,Fixed,2013-03-29,Poland,Warsaw,People,Adams Coy,IT Support Senior Manager,L4,71500,EUR,1.0,People-Tech,WarsawPeople-TechL4,85700,98600,111400,-14200,-0.199,14200
2013,EID-3455,David Dawson,Fixed,2017-04-08,Spain,Barcelona,People,Adams Coy,Operations Manager,L4,77700,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL4,84500,97200,109800,-6800,-0.088,6800
2014,EID-3456,Jennifer Rosario,Fixed,2019-12-19,Germany,Berlin,People,Adams GmbH,Senior Reward Partner,L4,84100,EUR,1.0,Comp&Benefit,BerlinComp&BenefitL4,84300,96900,109600,-200,-0.002,200
2015,EID-3457,Danielle Gutierrez,Fixed,2015-01-03,Spain,Barcelona,People,Adams Coy,Senior Reward Partner,L4,80700,EUR,1.0,Comp&Benefit,BarcelonaComp&BenefitL4,87200,100300,113400,-6500,-0.081,6500
2016,EID-3458,Todd Williams,Fixed,2014-11-13,Germany,Hamburg,People,Adams GmbH,Compensation Specialist,L4,69300,EUR,1.0,Comp&Benefit,HamburgComp&BenefitL4,88000,101200,114300,-18700,-0.27,18700
2017,EID-3459,Donna Goodman,Fixed,2010-09-19,Spain,Barcelona,People,Adams Coy,Reward Analyst,L4,81400,EUR,1.0,Comp&Benefit,BarcelonaComp&BenefitL4,87200,100300,113400,-5800,-0.071,5800
2018,EID-3460,Sarah Jones,Regular,2010-10-02,Poland,Warsaw,People,Adams Coy,Senior Reward Partner,L4,83700,EUR,1.0,Comp&Benefit,WarsawComp&BenefitL4,84900,97600,110300,-1200,-0.014,1200
2019,EID-3461,Eugene Cline,Regular,2011-02-22,Spain,Barcelona,People,Adams Coy,Benefit Partner,L4,69000,EUR,1.0,Comp&Benefit,BarcelonaComp&BenefitL4,87200,100300,113400,-18200,-0.264,18200
