_id,Emp_ID,Legal_Name,Manager_name,Cont_status,Hire_Date,Gender,Country,Location,Company,Division,Business_Title,ELT,PBP,Curr_Level,Cluster,Annual_Sal,Currency,FTE,RoleID,email,Role,Nationality
EID-2970,LL-2970,Sandra Hernandez,Alexander Church,Regular,2012-09-17,Female,Germany,Hamburg,Adams GmbH,Operations,Senior Financial Officer,Bauer Saunderland,Shay Wood,L3,Hamburg133LGL3,58500,EUR,1,175OP,Sandra.Hernandez@s22.com,User,Europe
EID-2971,LL-2971,Joshua Bowman,Mrs. Jennifer Stephens,Regular,2016-06-16,Female,Austria,Vienna,Adams GmbH,Operations,Accounting Manager,Bauer Saunderland,Shay Wood,L3,Vienna133LGL3,61000,EUR,1,175OP,Joshua.Bowman@s22.com,User,Oceania
EID-2972,LL-2972,Emily Moore,Mrs. Jennifer Stephens,Regular,2020-09-29,Female,Poland,Warsaw,Adams Coy,Operations,Junior Customer Service Specialist,Bauer Saunderland,Shay Wood,L3,Warsaw133LGL3,60200,EUR,1,175OP,Emily.Moore@s22.com,User,North America
EID-2973,LL-2973,Bryan Black,Mrs. Jennifer Stephens,Regular,2011-04-28,Male,Germany,Berlin,Adams GmbH,Operations,Technical Expert,Bauer Saunderland,Shay Wood,L3,Berlin133LGL3,58000,EUR,1,175OP,Bryan.Black@s22.com,User,Africa
EID-2974,LL-2974,Amber Peterson,Mrs. Jennifer Stephens,Regular,2019-09-30,Female,Germany,Berlin,Adams GmbH,Operations,Senior Executive Office Manager,Bauer Saunderland,Shay Wood,L3,Berlin133LGL3,56400,EUR,1,175OP,Amber.Peterson@s22.com,User,North America
EID-2975,LL-2975,Sandra Howard,Alexander Church,Regular,2018-07-10,Male,Germany,Hamburg,Adams GmbH,Operations,Marketing Team Lead,Bauer Saunderland,Shay Wood,L3,Hamburg133LGL3,56300,EUR,1,175OP,Sandra.Howard@s22.com,User,Europe
EID-2976,LL-2976,Mike Smith,Douglas Jones,Regular,2016-01-28,Female,Germany,Hamburg,Adams GmbH,Operations,Human Resources Expert,Bauer Saunderland,Shay Wood,L3,Hamburg133LGL3,62700,EUR,1,175OP,Mike.Smith@s22.com,User,Oceania
EID-2977,LL-2977,Gregory Lloyd,Douglas Jones,Regular,2012-12-21,Female,Germany,Hamburg,Adams GmbH,Operations,Production Assistance,Bauer Saunderland,Shay Wood,L3,Hamburg133LGL3,63600,EUR,1,175OP,Gregory.Lloyd@s22.com,User,Europe
EID-2978,LL-2978,Michael Charles,Douglas Jones,Regular,2021-11-29,Male,Poland,Warsaw,Adams Coy,Operations,Senior Executive Office Manager,Bauer Saunderland,Shay Wood,L3,Warsaw133LGL3,56200,EUR,1,175OP,Michael.Charles@s22.com,User,Africa
EID-2979,LL-2979,Amber Hernandez,Mrs. Jennifer Stephens,Regular,2021-01-12,Male,Poland,Warsaw,Adams Coy,Operations,Technical Expert,Bauer Saunderland,Shay Wood,L3,Warsaw133LGL3,56900,EUR,1,175OP,Amber.Hernandez@s22.com,User,Europe
EID-2980,LL-2980,Judy Armstrong,John Cobb,Regular,2012-01-19,Male,Germany,Berlin,Adams GmbH,Operations,Senior Operating Officer,Bauer Saunderland,Shay Wood,L3,Berlin133LGL3,60400,EUR,1,175OP,Judy.Armstrong@s22.com,User,Asia
EID-2981,LL-2981,Sophia Tran,John Cobb,Regular,2016-08-07,Female,Germany,Berlin,Adams GmbH,Operations,Senior Financial Officer,Bauer Saunderland,Shay Wood,L3,Berlin133LGL3,59900,EUR,1,175OP,Sophia.Tran@s22.com,User,Europe
EID-2982,LL-2982,Katherine Coffey,Douglas Jones,Regular,2015-01-31,Male,Austria,Vienna,Adams GmbH,Operations,Business Operations Expert,Bauer Saunderland,Shay Wood,L3,Vienna133LGL3,64000,EUR,1,175OP,Katherine.Coffey@s22.com,User,Europe
EID-2983,LL-2983,Jeffrey Schmitt,Alexander Church,Regular,2010-06-29,Male,Spain,Barcelona,Adams Coy,Operations,Accounting Manager,Bauer Saunderland,Shay Wood,L3,Barcelona133LGL3,59300,EUR,1,175OP,Jeffrey.Schmitt@s22.com,User,Europe
EID-2984,LL-2984,Jose Thomas,John Cobb,Fixed,2013-12-26,Male,Poland,Warsaw,Adams Coy,People,Executive Office Specialist,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,64200,EUR,1,177HR,Jose.Thomas@s22.com,User,South America
EID-2985,LL-2985,Danielle Knight,Douglas Jones,Fixed,2010-09-10,Female,Germany,Hamburg,Adams GmbH,People,Compensation Analyst,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,58400,EUR,1,177HR,Danielle.Knight@s22.com,User,North America
EID-2986,LL-2986,Alec Castaneda,Mrs. Jennifer Stephens,Fixed,2016-10-29,Male,Poland,Warsaw,Adams Coy,People,Logistics Expert,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,58700,EUR,1,177HR,Alec.Castaneda@s22.com,User,Europe
EID-2987,LL-2987,Tammy Silva,Douglas Jones,Fixed,2020-03-19,Male,Spain,Barcelona,Adams Coy,People,Marketing Team Lead,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,60800,EUR,1,177HR,Tammy.Silva@s22.com,User,Europe
EID-2988,LL-2988,Charles Maynard,Mrs. Jennifer Stephens,Fixed,2012-01-27,Female,Austria,Vienna,Adams GmbH,People,Production Assistance,Sola Ameobi,Bauer White,L3,Vienna200TCL3,63700,EUR,1,177HR,Charles.Maynard@s22.com,User,North America
EID-2989,LL-2989,Barbara Herrera,John Cobb,Fixed,2017-10-28,Male,Austria,Vienna,Adams GmbH,People,Junior Customer Service Specialist,Sola Ameobi,Bauer White,L3,Vienna200TCL3,60900,EUR,1,177HR,Barbara.Herrera@s22.com,User,Africa
EID-2990,LL-2990,Alyssa Byrd,John Cobb,Fixed,2015-10-16,Male,Spain,Barcelona,Adams Coy,People,Senior Financial Officer,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,57200,EUR,1,177HR,Alyssa.Byrd@s22.com,User,North America
EID-2991,LL-2991,Jason Ward,Douglas Jones,Fixed,2015-11-27,Female,Spain,Barcelona,Adams Coy,People,Human Resources Expert,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,63900,EUR,1,177HR,Jason.Ward@s22.com,User,Asia
EID-2992,LL-2992,Philip Bates,Mrs. Jennifer Stephens,Fixed,2014-04-04,Male,Spain,Barcelona,Adams Coy,People,SEO Marketing Expert,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,56700,EUR,1,177HR,Philip.Bates@s22.com,User,North America
EID-2993,LL-2993,Jonathan Martinez,John Cobb,Fixed,2013-03-12,Female,Germany,Hamburg,Adams GmbH,People, Senior Executive Office Manager,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,64800,EUR,1,177HR,Jonathan.Martinez@s22.com,User,Africa
EID-2994,LL-2994,Justin Bishop,John Cobb,Fixed,2019-12-04,Female,Germany,Berlin,Adams GmbH,People,Technical Expert,Sola Ameobi,Bauer White,L3,Berlin200TCL3,58000,EUR,1,177HR,Justin.Bishop@s22.com,User,Europe
EID-2995,LL-2995,Jessica John,John Cobb,Fixed,2014-10-23,Male,Austria,Vienna,Adams GmbH,People,Accounting Manager,Sola Ameobi,Bauer White,L3,Vienna200TCL3,62200,EUR,1,177HR,Jessica.John@s22.com,User,Asia
EID-2996,LL-2996,Brian Torres,Alexander Church,Fixed,2018-10-03,Female,Germany,Hamburg,Adams GmbH,People,Operations Team Lead,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,56600,EUR,1,177HR,Brian.Torres@s22.com,User,Asia
EID-2997,LL-2997,Ashley Nguyen,John Cobb,Fixed,2019-11-19,Female,Spain,Barcelona,Adams Coy,People,Senior Operating Officer,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,62400,EUR,1,177HR,Ashley.Nguyen@s22.com,User,Asia
EID-2998,LL-2998,Candace Clark,Alexander Church,Fixed,2014-06-29,Female,Austria,Vienna,Adams GmbH,People,Human Resources Expert,Sola Ameobi,Bauer White,L3,Vienna200TCL3,60400,EUR,1,177HR,Candace.Clark@s22.com,User,Europe
EID-2999,LL-2999,Aaron Manning,Mrs. Jennifer Stephens,Fixed,2021-05-14,Female,Germany,Berlin,Adams GmbH,People,Business Operations Expert,Sola Ameobi,Bauer White,L3,Berlin200TCL3,57800,EUR,1,177HR,Aaron.Manning@s22.com,User,North America
EID-3000,LL-3000,Mrs. Caroline Lamb,Douglas Jones,Fixed,2013-06-08,Female,Austria,Vienna,Adams GmbH,People, Senior Executive Office Manager,Sola Ameobi,Bauer White,L3,Vienna200TCL3,62100,EUR,1,177HR,Mrs..Caroline.Lamb@s22.com,User,North America
EID-3001,LL-3001,Alexander Hardin,John Cobb,Fixed,2015-12-07,Female,Poland,Warsaw,Adams Coy,People,Senior Financial Officer,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,59100,EUR,1,177HR,Alexander.Hardin@s22.com,User,Oceania
EID-3002,LL-3002,Brenda Marsh,Mrs. Jennifer Stephens,Fixed,2014-02-03,Male,Germany,Berlin,Adams GmbH,People,Operations Team Lead,Sola Ameobi,Bauer White,L3,Berlin200TCL3,59900,EUR,1,177HR,Brenda.Marsh@s22.com,User,Europe
EID-3003,LL-3003,Robert Terrell,Douglas Jones,Fixed,2019-03-05,Male,Spain,Barcelona,Adams Coy,People,Logistics Expert,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,62000,EUR,1,177HR,Robert.Terrell@s22.com,User,Asia
EID-3004,LL-3004,Christian Mitchell,John Cobb,Fixed,2018-03-15,Female,Austria,Vienna,Adams GmbH,People,Logistics Expert,Sola Ameobi,Bauer White,L3,Vienna200TCL3,63600,EUR,1,177HR,Christian.Mitchell@s22.com,User,Europe
EID-3005,LL-3005,Kimberly Brown,John Cobb,Fixed,2014-10-12,Male,Germany,Berlin,Adams GmbH,People,SEO Marketing Expert,Sola Ameobi,Bauer White,L3,Berlin200TCL3,62400,EUR,1,177HR,Kimberly.Brown@s22.com,User,Asia
EID-3006,LL-3006,Russell Davis,John Cobb,Fixed,2013-12-22,Male,Poland,Warsaw,Adams Coy,People,Senior Technical Lead,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,61900,EUR,1,177HR,Russell.Davis@s22.com,User,North America
EID-3007,LL-3007,Nicole Clark,Douglas Jones,Fixed,2021-11-01,Male,Germany,Berlin,Adams GmbH,People, Senior Executive Office Manager,Sola Ameobi,Bauer White,L3,Berlin200TCL3,58300,EUR,1,177HR,Nicole.Clark@s22.com,User,North America
EID-3008,LL-3008,James Smith,Douglas Jones,Fixed,2014-10-22,Female,Spain,Barcelona,Adams Coy,People,Marketing Team Lead,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,58300,EUR,1,177HR,James.Smith@s22.com,User,Asia
EID-3009,LL-3009,Heather Conway,Alexander Church,Fixed,2020-02-17,Female,Germany,Berlin,Adams GmbH,People,Junior Customer Service Specialist,Sola Ameobi,Bauer White,L3,Berlin200TCL3,58100,EUR,1,177HR,Heather.Conway@s22.com,User,Asia
EID-3010,LL-3010,Ralph Castillo,Alexander Church,Fixed,2012-10-18,Male,Germany,Berlin,Adams GmbH,People,Executive Office Specialist,Sola Ameobi,Bauer White,L3,Berlin200TCL3,56600,EUR,1,177HR,Ralph.Castillo@s22.com,User,Africa
EID-3011,LL-3011,Scott Hill,Douglas Jones,Fixed,2017-06-05,Male,Spain,Barcelona,Adams Coy,People,Compensation Analyst,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,61400,EUR,1,177HR,Scott.Hill@s22.com,User,Asia
EID-3012,LL-3012,Christopher Lopez,Mrs. Jennifer Stephens,Fixed,2018-10-13,Male,Spain,Barcelona,Adams Coy,People,Logistics Expert,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,60600,EUR,1,177HR,Christopher.Lopez@s22.com,User,South America
EID-3013,LL-3013,Jacob Mason DDS,Douglas Jones,Fixed,2011-06-06,Male,Austria,Vienna,Adams GmbH,People,Marketing Team Lead,Sola Ameobi,Bauer White,L3,Vienna200TCL3,61000,EUR,1,177HR,Jacob.Mason.DDS@s22.com,User,North America
EID-3014,LL-3014,Christina Lewis,Douglas Jones,Fixed,2021-08-06,Female,Poland,Warsaw,Adams Coy,People,Production Assistance,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,63400,EUR,1,177HR,Christina.Lewis@s22.com,User,Oceania
EID-3015,LL-3015,Jonathan Ryan,Alexander Church,Fixed,2017-11-10,Female,Poland,Warsaw,Adams Coy,People,Junior Customer Service Specialist,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,63100,EUR,1,177HR,Jonathan.Ryan@s22.com,User,North America
EID-3016,LL-3016,Amanda Thomas,Mrs. Jennifer Stephens,Fixed,2020-10-29,Female,Austria,Vienna,Adams GmbH,People,Senior Financial Officer,Sola Ameobi,Bauer White,L3,Vienna200TCL3,64400,EUR,1,177HR,Amanda.Thomas@s22.com,User,Europe
EID-3017,LL-3017,Joshua Stanley,Mrs. Jennifer Stephens,Regular,2011-11-02,Female,Germany,Hamburg,Adams GmbH,People,Human Resources Expert,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,61000,EUR,1,177HR,Joshua.Stanley@s22.com,User,Europe
EID-3018,LL-3018,Desiree Flores,John Cobb,Regular,2017-07-26,Female,Germany,Hamburg,Adams GmbH,People,SEO Marketing Expert,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,56000,EUR,1,177HR,Desiree.Flores@s22.com,User,Asia
EID-3019,LL-3019,Shane Hernandez,Douglas Jones,Regular,2010-12-16,Female,Austria,Vienna,Adams GmbH,People, Senior Executive Office Manager,Sola Ameobi,Bauer White,L3,Vienna200TCL3,63300,EUR,1,177HR,Shane.Hernandez@s22.com,User,Oceania
EID-3020,LL-3020,Michael Dennis,Mrs. Jennifer Stephens,Regular,2019-06-24,Female,Germany,Berlin,Adams GmbH,People,Technical Expert,Sola Ameobi,Bauer White,L3,Berlin200TCL3,63000,EUR,1,177HR,Michael.Dennis@s22.com,User,Europe
EID-3021,LL-3021,Daniel Hernandez,Douglas Jones,Regular,2010-05-10,Female,Poland,Warsaw,Adams Coy,People,Executive Office Specialist,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,60800,EUR,1,177HR,Daniel.Hernandez@s22.com,User,Europe
EID-3022,LL-3022,Christopher Gallagher,Mrs. Jennifer Stephens,Regular,2016-02-20,Female,Spain,Barcelona,Adams Coy,People,Compensation Analyst,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,63800,EUR,1,177HR,Christopher.Gallagher@s22.com,User,Africa
EID-3023,LL-3023,Benjamin Larsen,John Cobb,Regular,2011-10-08,Female,Spain,Barcelona,Adams Coy,People,Logistics Expert,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,58200,EUR,1,177HR,Benjamin.Larsen@s22.com,User,Africa
EID-3024,LL-3024,Kim Douglas,John Cobb,Regular,2020-07-16,Male,Germany,Hamburg,Adams GmbH,People,Marketing Team Lead,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,55000,EUR,1,177HR,Kim.Douglas@s22.com,User,Africa
EID-3025,LL-3025,Diane Gonzalez,Douglas Jones,Regular,2021-06-10,Male,Germany,Hamburg,Adams GmbH,People,Production Assistance,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,60300,EUR,1,177HR,Diane.Gonzalez@s22.com,User,Europe
EID-3026,LL-3026,Kevin Allen,Mrs. Jennifer Stephens,Regular,2013-06-25,Male,Spain,Barcelona,Adams Coy,People,Junior Customer Service Specialist,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,57300,EUR,1,177HR,Kevin.Allen@s22.com,User,Asia
EID-3027,LL-3027,Mrs. Emily Allen DDS,John Cobb,Regular,2018-09-25,Male,Poland,Warsaw,Adams Coy,People,Senior Financial Officer,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,57300,EUR,1,177HR,Mrs..Emily.Allen.DDS@s22.com,User,Africa
EID-3028,LL-3028,Kristen Meyer,John Cobb,Regular,2011-11-12,Male,Poland,Warsaw,Adams Coy,People,Human Resources Expert,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,63200,EUR,1,177HR,Kristen.Meyer@s22.com,User,Africa
EID-3029,LL-3029,Brian Mason,John Cobb,Regular,2014-12-07,Female,Germany,Berlin,Adams GmbH,People,SEO Marketing Expert,Sola Ameobi,Bauer White,L3,Berlin200TCL3,56900,EUR,1,177HR,Brian.Mason@s22.com,User,Asia
EID-3030,LL-3030,Vickie Kelly,Alexander Church,Regular,2010-04-17,Female,Spain,Barcelona,Adams Coy,People, Senior Executive Office Manager,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,56100,EUR,1,177HR,Vickie.Kelly@s22.com,User,Europe
EID-3031,LL-3031,Bernard Robertson,John Cobb,Regular,2010-09-20,Male,Germany,Berlin,Adams GmbH,People,Technical Expert,Sola Ameobi,Bauer White,L3,Berlin200TCL3,58200,EUR,1,177HR,Bernard.Robertson@s22.com,User,Asia
EID-3032,LL-3032,Robert Gibson,Alexander Church,Regular,2020-09-18,Male,Germany,Hamburg,Adams GmbH,People,Accounting Manager,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,58600,EUR,1,177HR,Robert.Gibson@s22.com,User,Africa
EID-3033,LL-3033,Jamie Erickson,Mrs. Jennifer Stephens,Regular,2012-07-22,Female,Poland,Warsaw,Adams Coy,People,Operations Team Lead,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,58100,EUR,1,177HR,Jamie.Erickson@s22.com,User,North America
EID-3034,LL-3034,Kristy Miller,Douglas Jones,Regular,2015-11-13,Female,Austria,Vienna,Adams GmbH,People,Senior Operating Officer,Sola Ameobi,Bauer White,L3,Vienna200TCL3,55300,EUR,1,177HR,Kristy.Miller@s22.com,User,Europe
EID-3035,LL-3035,Glen Barnes,John Cobb,Regular,2019-11-05,Female,Austria,Vienna,Adams GmbH,People,Human Resources Expert,Sola Ameobi,Bauer White,L3,Vienna200TCL3,64200,EUR,1,177HR,Glen.Barnes@s22.com,User,Antarctica
EID-3036,LL-3036,Austin Roth,Mrs. Jennifer Stephens,Regular,2015-08-11,Female,Austria,Vienna,Adams GmbH,People,Business Operations Expert,Sola Ameobi,Bauer White,L3,Vienna200TCL3,60000,EUR,1,177HR,Austin.Roth@s22.com,User,North America
EID-3037,LL-3037,Carlos Flowers,Douglas Jones,Regular,2014-11-25,Female,Germany,Hamburg,Adams GmbH,People, Senior Executive Office Manager,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,64900,EUR,1,177HR,Carlos.Flowers@s22.com,User,Asia
EID-3038,LL-3038,Tracy Roberts,John Cobb,Regular,2014-12-24,Male,Spain,Barcelona,Adams Coy,People,Senior Financial Officer,Sola Ameobi,Bauer White,L3,Barcelona200TCL3,64600,EUR,1,177HR,Tracy.Roberts@s22.com,User,North America
EID-3039,LL-3039,Jeffrey Sanchez,John Cobb,Regular,2011-12-11,Female,Germany,Berlin,Adams GmbH,People,Operations Team Lead,Sola Ameobi,Bauer White,L3,Berlin200TCL3,59600,EUR,1,177HR,Jeffrey.Sanchez@s22.com,User,Europe
EID-3040,LL-3040,Brittany Smith,John Cobb,Regular,2014-11-15,Male,Poland,Warsaw,Adams Coy,People,Logistics Expert,Sola Ameobi,Bauer White,L3,Warsaw200TCL3,64300,EUR,1,177HR,Brittany.Smith@s22.com,User,Africa
EID-3041,LL-3041,David Ross,Douglas Jones,Regular,2011-08-02,Male,Austria,Vienna,Adams GmbH,People,Logistics Expert,Sola Ameobi,Bauer White,L3,Vienna200TCL3,63300,EUR,1,177HR,David.Ross@s22.com,User,Europe
EID-3042,LL-3042,James Bowman,Douglas Jones,Regular,2018-06-15,Male,Germany,Berlin,Adams GmbH,People,SEO Marketing Expert,Sola Ameobi,Bauer White,L3,Berlin200TCL3,59100,EUR,1,177HR,James.Bowman@s22.com,User,Asia
EID-3043,LL-3043,Angelica Juarez,Alexander Church,Regular,2010-09-23,Male,Austria,Vienna,Adams GmbH,People,Senior Technical Lead,Sola Ameobi,Bauer White,L3,Vienna200TCL3,64700,EUR,1,177HR,Angelica.Juarez@s22.com,User,Asia
EID-3044,LL-3044,Ryan Daniels,Alexander Church,Regular,2016-07-31,Female,Austria,Vienna,Adams GmbH,People, Senior Executive Office Manager,Sola Ameobi,Bauer White,L3,Vienna200TCL3,58400,EUR,1,177HR,Ryan.Daniels@s22.com,User,North America
EID-3045,LL-3045,Scott King,Kathleen Booth,Fixed,2011-08-24,Female,Austria,Vienna,Adams GmbH,Productions,Productions Specialist,Imran Garba,Barry Ben,L3,Vienna311MKL3,56700,EUR,1,203PR,Scott.King@s22.com,User,Africa
EID-3046,LL-3046,Kayla Wright,Samantha Miller,Fixed,2018-02-12,Female,Austria,Vienna,Adams GmbH,Productions,Junior Customer Service Specialist,Imran Garba,Barry Ben,L3,Vienna311MKL3,62300,EUR,1,203PR,Kayla.Wright@s22.com,User,Europe
EID-3047,LL-3047,Christopher Gomez,Jessica Lang,Fixed,2021-03-19,Male,Germany,Hamburg,Adams GmbH,Productions,SEO Marketing Expert,Imran Garba,Barry Ben,L3,Hamburg311MKL3,60900,EUR,1,203PR,Christopher.Gomez@s22.com,User,Europe
EID-3048,LL-3048,Jeffrey Wells,Shannon Poole,Fixed,2018-03-19,Female,Austria,Vienna,Adams GmbH,Productions,Production Assistance,Imran Garba,Barry Ben,L3,Vienna311MKL3,60300,EUR,1,203PR,Jeffrey.Wells@s22.com,User,Europe
EID-3049,LL-3049,Rhonda Chen,Jeremy Weaver,Fixed,2017-02-16,Female,Germany,Hamburg,Adams GmbH,Productions,Logistics Expert,Imran Garba,Barry Ben,L3,Hamburg311MKL3,61700,EUR,1,203PR,Rhonda.Chen@s22.com,User,Asia
EID-3050,LL-3050,Monica Watson,Kent Christian,Fixed,2013-04-29,Male,Austria,Vienna,Adams GmbH,Productions,Human Resources Expert,Imran Garba,Barry Ben,L3,Vienna311MKL3,58800,EUR,1,203PR,Monica.Watson@s22.com,User,Asia
EID-3051,LL-3051,Raymond Crawford,Donald Hansen,Fixed,2018-08-09,Male,Germany,Berlin,Adams GmbH,Productions,SEO Marketing Expert,Imran Garba,Barry Ben,L3,Berlin311MKL3,57200,EUR,1,203PR,Raymond.Crawford@s22.com,User,Asia
EID-3052,LL-3052,Melissa Harding,Holly Sanford,Fixed,2019-05-21,Female,Germany,Hamburg,Adams GmbH,Productions,Operations Team Lead,Imran Garba,Barry Ben,L3,Hamburg311MKL3,57500,EUR,1,203PR,Melissa.Harding@s22.com,User,Asia
EID-3053,LL-3053,Zachary Flores,Laura Peck,Fixed,2020-07-13,Male,Germany,Berlin,Adams GmbH,Productions,Senior Marketing Officer,Imran Garba,Barry Ben,L3,Berlin311MKL3,56900,EUR,1,203PR,Zachary.Flores@s22.com,User,Europe
EID-3054,LL-3054,Kelsey Munoz,Jack Villa,Fixed,2010-10-11,Female,Austria,Vienna,Adams GmbH,Productions,Technical Expert,Imran Garba,Barry Ben,L3,Vienna311MKL3,57600,EUR,1,203PR,Kelsey.Munoz@s22.com,User,Asia
EID-3055,LL-3055,Robert Brandt,Garrett Foley,Fixed,2015-06-18,Female,Germany,Berlin,Adams GmbH,Productions,Senior Operating Officer,Imran Garba,Barry Ben,L3,Berlin311MKL3,63000,EUR,1,203PR,Robert.Brandt@s22.com,User,North America
EID-3056,LL-3056,Michael Perry,Joseph Spears,Fixed,2020-01-01,Female,Austria,Vienna,Adams GmbH,Productions,Operations Team Lead,Imran Garba,Barry Ben,L3,Vienna311MKL3,64400,EUR,1,203PR,Michael.Perry@s22.com,User,Europe
EID-3057,LL-3057,John Gill,Kimberly Coffey,Fixed,2013-03-10,Female,Poland,Warsaw,Adams Coy,Productions,Business Operations Expert,Imran Garba,Barry Ben,L3,Warsaw311MKL3,64200,EUR,1,203PR,John.Gill@s22.com,User,North America
EID-3058,LL-3058,Thomas Velez,Kathleen Booth,Fixed,2011-04-25,Female,Poland,Warsaw,Adams Coy,Productions, Senior Executive Office Manager,Imran Garba,Barry Ben,L3,Warsaw311MKL3,58100,EUR,1,203PR,Thomas.Velez@s22.com,User,Asia
EID-3059,LL-3059,Michelle Casey,Samantha Miller,Fixed,2017-03-04,Male,Spain,Barcelona,Adams Coy,Productions,Production Assistance,Imran Garba,Barry Ben,L3,Barcelona311MKL3,56900,EUR,1,203PR,Michelle.Casey@s22.com,User,Asia
EID-3060,LL-3060,Mark Hester,Jessica Lang,Fixed,2015-12-08,Male,Germany,Hamburg,Adams GmbH,Productions,Senior Technical Lead,Imran Garba,Barry Ben,L3,Hamburg311MKL3,63900,EUR,1,203PR,Mark.Hester@s22.com,User,Asia
EID-3061,LL-3061,Kyle Malone,Shannon Poole,Fixed,2018-02-24,Male,Germany,Hamburg,Adams GmbH,Productions,Human Resources Expert,Imran Garba,Barry Ben,L3,Hamburg311MKL3,57400,EUR,1,203PR,Kyle.Malone@s22.com,User,Asia
EID-3062,LL-3062,Laura Walsh,Jeremy Weaver,Fixed,2010-11-10,Female,Germany,Berlin,Adams GmbH,Productions,Operations Team Lead,Imran Garba,Barry Ben,L3,Berlin311MKL3,59600,EUR,1,203PR,Laura.Walsh@s22.com,User,Oceania
EID-3063,LL-3063,Tyler Brown,Kent Christian,Fixed,2015-08-30,Female,Germany,Hamburg,Adams GmbH,Productions,Operations Team Lead,Imran Garba,Barry Ben,L3,Hamburg311MKL3,57900,EUR,1,203PR,Tyler.Brown@s22.com,User,Europe
EID-3064,LL-3064,Chad Harper,Donald Hansen,Fixed,2011-12-14,Male,Germany,Berlin,Adams GmbH,Productions,Marketing Team Lead,Imran Garba,Barry Ben,L3,Berlin311MKL3,55300,EUR,1,203PR,Chad.Harper@s22.com,User,Africa
EID-3065,LL-3065,Brittany Kent,Holly Sanford,Fixed,2015-04-27,Female,Spain,Barcelona,Adams Coy,Productions,Operations Team Lead,Imran Garba,Barry Ben,L3,Barcelona311MKL3,62000,EUR,1,203PR,Brittany.Kent@s22.com,User,North America
EID-3066,LL-3066,Marcus Anderson,Laura Peck,Fixed,2018-11-15,Female,Germany,Hamburg,Adams GmbH,Productions,Senior Technical Lead,Imran Garba,Barry Ben,L3,Hamburg311MKL3,63200,EUR,1,203PR,Marcus.Anderson@s22.com,User,Asia
EID-3067,LL-3067,Lisa Jackson,Jack Villa,Fixed,2014-12-03,Female,Germany,Hamburg,Adams GmbH,Productions,Operations Team Lead,Imran Garba,Barry Ben,L3,Hamburg311MKL3,64300,EUR,1,203PR,Lisa.Jackson@s22.com,User,Asia
EID-3068,LL-3068,Joseph Williams,Garrett Foley,Fixed,2020-06-21,Female,Poland,Warsaw,Adams Coy,Productions,Operations Team Lead,Imran Garba,Barry Ben,L3,Warsaw311MKL3,61300,EUR,1,203PR,Joseph.Williams@s22.com,User,Europe
EID-3069,LL-3069,Jason Christian,Joseph Spears,Fixed,2014-03-15,Male,Germany,Berlin,Adams GmbH,Productions,Senior Financial Officer,Imran Garba,Barry Ben,L3,Berlin311MKL3,60500,EUR,1,203PR,Jason.Christian@s22.com,User,Asia
EID-3070,LL-3070,John Montes,Kimberly Coffey,Fixed,2019-03-04,Female,Spain,Barcelona,Adams Coy,Productions,Productions Specialist,Imran Garba,Barry Ben,L3,Barcelona311MKL3,64500,EUR,1,203PR,John.Montes@s22.com,User,Africa
EID-3071,LL-3071,Amanda Flores,Kathleen Booth,Fixed,2021-09-30,Male,Germany,Berlin,Adams GmbH,Productions,Junior Customer Service Specialist,Imran Garba,Barry Ben,L3,Berlin311MKL3,63000,EUR,1,203PR,Amanda.Flores@s22.com,User,Europe
